"","eie1","eie2","eie3","eie4","eie_sev_high_perc","esnfi1","esnfi2","esnfi3","esnfi4","esnfi_sev_high_perc","fsa1","fsa2","fsa3","fsa4","fsac_sev_high_perc","nut1","nut2","nut3","nut4","nut_sev_high_perc","prot1","prot2","prot3","prot4","prot_sev_high_perc","wash1","wash2","wash3","wash4","wash_sev_high_perc","health1","health2","health3","health4","health_sev_high_perc","coping_consumed_seed_perc","coping_beg_charity_perc","coping_sold_land_perc"
"1",0.338622479190979,0.331204423732094,0.172280186449436,0.157892910627491,0.330173097076927,0.819939911511214,0.180060088488786,0,0,0,0.772642838937223,0.227357161062777,0,0,0,0.0544366061547724,0.682860824366899,0.236228753103143,0.0264738163751854,0.262702569478328,0.248883626649396,0.386595879214131,0.265174322409464,0.0993461717270101,0.364520494136474,0.660062783796721,0.312889663869498,0.0270475523337808,0,0.0270475523337808,0.273912022387902,0.507884440113176,0.18092958550815,0.0372739519907717,0.218203537498922,0.793401439411792,0.685679311687989,0.676278503845404
