"","district_reporting","total_settlements","school_attend_boys_perc","school_attend_girls_perc","no_edu_children_perc","children_removed_perc","no_edu_children","school_not_attend_boys","school_not_attend_girls","children_removed","htr_eie_score","htr_eie_rank","htr_eie_rank_high","protect_incident_extreme_perc","protect_incident_severe_perc","gbv_incidents_perc","phys_injury_perc","no_tazkira_perc","explosive_extreme_perc","explosive_severe_perc","explosive_stress_perc","safety_rating_perc","protect_incident_extreme","protect_incident_severe","gbv_incidents","phys_injury","no_tazkira","explosive_extreme","explosive_severe","explosive_stress","safety_rating","htr_prot_score","htr_prot_rank","htr_prot_rank_high","nutrition_no_access_perc","malnut_extreme_perc","malnut_severe_perc","malnut_stress_perc","nutrition_no_access","malnut_extreme","malnut_severe","malnut_stress","malnutrition_score","htr_nut_score","htr_nut_rank","htr_nut_rank_high","unprotect_water_extreme_perc.x","unprotect_water_severe_perc.x","waste_disposal_severe_perc.x","water_no_access_perc.x","soap_access_perc.x","unprotect_water_extreme.x","unprotect_water_severe.x","waste_disposal_severe.x","water_no_access.x","soap_access.x","htr_wash_score.x","htr_wash_rank.x","htr_wash_high.x","hunger_extreme_perc","hunger_severe_perc","borrow_extreme_perc","borrow_severe_perc","reduced_food_extreme_perc","reduced_food_severe_perc","livestock_impact_extreme_perc","livestock_impact_severe_perc","ag_impact_extreme_perc","ag_impact_severe_perc","hunger_extreme","hunger_severe","borrow_extreme","borrow_severe","reduced_food_extreme","reduced_food_severe","livestock_impact_extreme","livestock_impact_severe","ag_impact_extreme","ag_impact_severe","htr_fsa_score","htr_fsa_rank","htr_fsa_rank_high","unprotect_water_extreme_perc.y","unprotect_water_severe_perc.y","waste_disposal_severe_perc.y","water_no_access_perc.y","soap_access_perc.y","unprotect_water_extreme.y","unprotect_water_severe.y","waste_disposal_severe.y","water_no_access.y","soap_access.y","htr_wash_score.y","htr_wash_rank.y","htr_wash_high.y","shelter_type_severe_perc","no_shelter_open_perc","shelter_destroyed_extreme_perc","shelter_destroyed_severe_perc","nfi_market_perc","shelter_type_severe","no_shelter_open","shelter_destroyed_extreme","shelter_destroyed_severe","nfi_market","htr_esnfi_score","htr_esnfi_rank","htr_esnfi_rank_high","more_people_died_perc","health_functioning_access_perc","health_closed_perc","birth_hospital_perc","health_prio_perc","more_people_died","health_functioning_access","health_closed","birth_hospital","health_prio","htr_health_score","htr_health_rank","htr_health_rank_high","coping_consumed_seed_perc.x","coping_beg_charity_perc.x","coping_sold_land_perc.x","coping_consumed_seed_perc.y","coping_beg_charity_perc.y","coping_sold_land_perc.y"
"11","bala_buluk",30,0.866666666666667,1,0.866666666666667,0.166666666666667,86.6666666666667,86.6666666666667,200,66.6666666666667,326.666666666667,4,1,0.733333333333333,0.966666666666667,0,0.666666666666667,0,0.533333333333333,0.566666666666667,0.533333333333333,0.133333333333333,220,193.333333333333,0,200,0,160,113.333333333333,53.3333333333333,13.3333333333333,953.333333333333,4,1,0.8,0.0333333333333333,0.0333333333333333,0.9,80,10,6.66666666666667,90,90,170,4,1,0.0666666666666667,0.366666666666667,1,0.0333333333333333,0.633333333333333,20,73.3333333333333,100,6.66666666666667,63.3333333333333,263.333333333333,4,1,0,0,0.0333333333333333,0.7,0.0333333333333333,0.766666666666667,0.8,0.1,0.133333333333333,0.533333333333333,0,0,6.66666666666667,70,6.66666666666667,76.6666666666667,240,20,40,106.666666666667,566.666666666667,4,1,0.0666666666666667,0.366666666666667,1,0.0333333333333333,0.633333333333333,20,73.3333333333333,100,6.66666666666667,63.3333333333333,263.333333333333,4,1,0,0.2,0.166666666666667,0.1,0.866666666666667,0,40,50,20,86.6666666666667,196.666666666667,4,1,0.0333333333333333,0.666666666666667,0.3,0.766666666666667,1,6.66666666666667,66.6666666666667,90,76.6666666666667,100,340,4,1,1,0.233333333333333,0.966666666666667,1,0.233333333333333,0.966666666666667
"12","bala_murghab",34,0.911764705882353,1,0.911764705882353,0.117647058823529,91.1764705882353,91.1764705882353,200,47.0588235294118,320.588235294118,4,1,0.588235294117647,0.264705882352941,0.176470588235294,0.411764705882353,0.852941176470588,0.0882352941176471,0.0882352941176471,0.0294117647058824,0.176470588235294,176.470588235294,52.9411764705882,52.9411764705882,123.529411764706,85.2941176470588,26.4705882352941,17.6470588235294,2.94117647058824,17.6470588235294,555.882352941176,4,1,1,0.705882352941177,0.294117647058824,0,100,211.764705882353,58.8235294117647,0,211.764705882353,311.764705882353,4,1,0.617647058823529,0.352941176470588,1,0.470588235294118,0.588235294117647,185.294117647059,70.5882352941177,100,94.1176470588235,58.8235294117647,508.823529411765,4,1,0.0294117647058824,0.970588235294118,0.529411764705882,0.382352941176471,0.0588235294117647,0.588235294117647,0.382352941176471,0.294117647058824,0.176470588235294,0.323529411764706,5.88235294117647,97.0588235294118,105.882352941176,38.2352941176471,11.7647058823529,58.8235294117647,114.705882352941,58.8235294117647,52.9411764705882,64.7058823529412,608.823529411764,4,1,0.617647058823529,0.352941176470588,1,0.470588235294118,0.588235294117647,185.294117647059,70.5882352941177,100,94.1176470588235,58.8235294117647,508.823529411765,4,1,0.352941176470588,0.0588235294117647,0.0588235294117647,0.294117647058824,0.823529411764706,70.5882352941177,11.7647058823529,17.6470588235294,58.8235294117647,82.3529411764706,241.176470588235,4,1,0.147058823529412,0.882352941176471,0.176470588235294,0.970588235294118,0.470588235294118,29.4117647058824,88.2352941176471,52.9411764705882,97.0588235294118,47.0588235294118,314.705882352941,4,1,1,0.970588235294118,0.970588235294118,1,0.970588235294118,0.970588235294118
"13","bar_kunar",15,0.0666666666666667,0.0666666666666667,0.4,0,40,6.66666666666667,13.3333333333333,0,53.3333333333333,4,1,0.466666666666667,0.133333333333333,0.0666666666666667,0,0.2,0,0,0,0,140,26.6666666666667,20,0,20,0,0,0,0,206.666666666667,4,1,0.6,0,0.333333333333333,0.666666666666667,60,0,66.6666666666667,66.6666666666667,66.6666666666667,126.666666666667,4,1,0.866666666666667,0,0.266666666666667,0.866666666666667,0.133333333333333,260,0,26.6666666666667,173.333333333333,13.3333333333333,473.333333333333,4,1,0,0,0,0,0,0,0.133333333333333,0.2,0.0666666666666667,0,0,0,0,0,0,0,40,40,20,0,100,4,1,0.866666666666667,0,0.266666666666667,0.866666666666667,0.133333333333333,260,0,26.6666666666667,173.333333333333,13.3333333333333,473.333333333333,4,1,0,0,0,0,0.866666666666667,0,0,0,0,86.6666666666667,86.6666666666667,4,1,0,0.666666666666667,0,0.133333333333333,0.6,0,66.6666666666667,0,13.3333333333333,60,140,4,1,0.466666666666667,0.333333333333333,0.266666666666667,0.466666666666667,0.333333333333333,0.266666666666667
"14","barmal",34,0.911764705882353,1,0.911764705882353,0,91.1764705882353,91.1764705882353,200,0,273.529411764706,4,1,0.676470588235294,0.352941176470588,0,0.461538461538462,0.117647058823529,0.0294117647058824,0,0,0.0294117647058824,202.941176470588,70.5882352941177,0,138.461538461538,11.7647058823529,8.8235294117647,0,0,2.94117647058824,435.520361990949,4,1,0.970588235294118,0.588235294117647,0.264705882352941,0.117647058823529,97.0588235294118,176.470588235294,52.9411764705882,11.7647058823529,176.470588235294,273.529411764706,4,1,0,0.294117647058824,0.941176470588235,0.0294117647058824,0.264705882352941,0,58.8235294117647,94.1176470588235,5.88235294117647,26.4705882352941,185.294117647059,4,1,0.0294117647058824,0.147058823529412,0.0294117647058824,0.529411764705882,0.117647058823529,0.470588235294118,0.676470588235294,0.235294117647059,0.0882352941176471,0.352941176470588,5.88235294117647,14.7058823529412,5.88235294117647,52.9411764705882,23.5294117647059,47.0588235294118,202.941176470588,47.0588235294118,26.4705882352941,70.5882352941177,497.058823529412,4,1,0,0.294117647058824,0.941176470588235,0.0294117647058824,0.264705882352941,0,58.8235294117647,94.1176470588235,5.88235294117647,26.4705882352941,185.294117647059,4,1,0.147058823529412,0.411764705882353,0.0588235294117647,0.0294117647058824,0.529411764705882,29.4117647058824,82.3529411764706,17.6470588235294,5.88235294117647,52.9411764705882,188.235294117647,4,1,0,0.764705882352941,0.15625,0.96969696969697,0.676470588235294,0,76.4705882352941,46.875,96.969696969697,67.6470588235294,287.96234402852,4,1,0.941176470588235,1,0.939393939393939,0.941176470588235,1,0.939393939393939
"15","bilcheragh",6,0,0.666666666666667,0,0.833333333333333,0,0,133.333333333333,333.333333333333,333.333333333333,4,1,0.833333333333333,1,1,0.6,0,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,250,200,300,180,0,50,66.6666666666667,33.3333333333333,33.3333333333333,1113.33333333333,4,1,0.833333333333333,0.166666666666667,0.333333333333333,0.166666666666667,83.3333333333333,50,66.6666666666667,16.6666666666667,16.6666666666667,100,4,1,0.166666666666667,0.5,1,0,0.333333333333333,50,100,100,0,33.3333333333333,283.333333333333,4,1,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,33.3333333333333,4,1,0.166666666666667,0.5,1,0,0.333333333333333,50,100,100,0,33.3333333333333,283.333333333333,4,1,0.5,0,0,0.166666666666667,1,100,0,0,33.3333333333333,100,233.333333333333,4,1,0.166666666666667,0.166666666666667,0,0.5,0.833333333333333,33.3333333333333,16.6666666666667,0,50,83.3333333333333,183.333333333333,4,1,1,0.5,0.833333333333333,1,0.5,0.833333333333333
"16","chahar_darah",51,0.0196078431372549,0.901960784313726,0.117647058823529,0.313725490196078,11.7647058823529,1.96078431372549,180.392156862745,125.490196078431,141.176470588235,4,1,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.235294117647059,0,0.0784313725490196,0.0980392156862745,0.0784313725490196,0.0784313725490196,23.5294117647059,15.6862745098039,23.5294117647059,70.5882352941176,0,23.5294117647059,19.6078431372549,7.84313725490196,7.84313725490196,192.156862745098,4,1,0.96078431372549,0,0.490196078431373,0.450980392156863,96.078431372549,0,98.0392156862745,45.0980392156863,45.0980392156863,141.176470588235,4,1,0.0784313725490196,0.588235294117647,0.941176470588235,0.411764705882353,0.274509803921569,23.5294117647059,117.647058823529,94.1176470588235,82.3529411764706,27.4509803921569,345.098039215686,4,1,0,0.745098039215686,0,0.686274509803922,0,0.627450980392157,0.0196078431372549,0.137254901960784,0,0.254901960784314,0,74.5098039215686,0,68.6274509803922,0,62.7450980392157,5.88235294117647,27.4509803921569,0,50.9803921568627,290.196078431373,4,1,0.0784313725490196,0.588235294117647,0.941176470588235,0.411764705882353,0.274509803921569,23.5294117647059,117.647058823529,94.1176470588235,82.3529411764706,27.4509803921569,345.098039215686,4,1,0.0980392156862745,0.137254901960784,0.0196078431372549,0.0980392156862745,0.980392156862745,19.6078431372549,27.4509803921569,5.88235294117647,19.6078431372549,98.0392156862745,170.588235294118,4,1,0.980392156862745,0.862745098039216,0.0980392156862745,0.764705882352941,0.803921568627451,196.078431372549,86.2745098039216,29.4117647058824,76.4705882352941,80.3921568627451,468.627450980392,4,1,0.980392156862745,0.843137254901961,0.764705882352941,0.980392156862745,0.843137254901961,0.764705882352941
"17","chak_e_wardak",37,0.027027027027027,0.8,0.216216216216216,0.75,21.6216216216216,2.7027027027027,160,300,327.027027027027,4,1,0.72972972972973,0.810810810810811,0.567567567567568,0.583333333333333,0.027027027027027,0.324324324324324,0.378378378378378,0.135135135135135,0.810810810810811,218.918918918919,162.162162162162,170.27027027027,175,2.7027027027027,97.2972972972973,75.6756756756757,13.5135135135135,81.0810810810811,996.621621621621,4,1,0.594594594594595,0.459459459459459,0.027027027027027,0.486486486486487,59.4594594594595,137.837837837838,5.40540540540541,48.6486486486487,48.6486486486487,108.108108108108,4,1,0.108108108108108,0.0810810810810811,1,0.0810810810810811,0.027027027027027,32.4324324324324,16.2162162162162,100,16.2162162162162,2.7027027027027,167.567567567567,4,1,0,0.108108108108108,0.459459459459459,0.027027027027027,0.108108108108108,0.135135135135135,0,0.594594594594595,0.0540540540540541,0.378378378378378,0,10.8108108108108,91.8918918918919,2.7027027027027,21.6216216216216,13.5135135135135,0,118.918918918919,16.2162162162162,75.6756756756757,351.351351351351,4,1,0.108108108108108,0.0810810810810811,1,0.0810810810810811,0.027027027027027,32.4324324324324,16.2162162162162,100,16.2162162162162,2.7027027027027,167.567567567567,4,1,0,0.027027027027027,0,0.0810810810810811,0.689655172413793,0,5.40540540540541,0,16.2162162162162,68.9655172413793,90.5871388630009,4,1,0.9,0.108108108108108,0.78125,0.740740740740741,0.837837837837838,180,10.8108108108108,234.375,74.0740740740741,83.7837837837838,583.043668668669,4,1,0.272727272727273,0,0.727272727272727,0.272727272727273,0,0.727272727272727
"18","chapa_dara",23,0.260869565217391,0.478260869565217,0.391304347826087,0.173913043478261,39.1304347826087,26.0869565217391,95.6521739130435,69.5652173913043,160.869565217391,4,1,0.695652173913043,0.695652173913043,0.434782608695652,0.227272727272727,0.130434782608696,0.217391304347826,0.217391304347826,0.0434782608695652,0.347826086956522,208.695652173913,139.130434782609,130.434782608696,68.1818181818182,13.0434782608696,65.2173913043478,43.4782608695652,4.34782608695652,34.7826086956522,707.312252964428,4,1,0.782608695652174,0.0869565217391304,0.217391304347826,0.695652173913043,78.2608695652174,26.0869565217391,43.4782608695652,69.5652173913043,69.5652173913043,147.826086956522,4,1,0.304347826086957,0.130434782608696,0.956521739130435,0.0434782608695652,0.608695652173913,91.304347826087,26.0869565217391,95.6521739130435,8.69565217391304,60.8695652173913,282.608695652174,4,1,0,0.260869565217391,0.0869565217391304,0.478260869565217,0.0869565217391304,0.217391304347826,0.391304347826087,0.260869565217391,0.391304347826087,0.0434782608695652,0,26.0869565217391,17.3913043478261,47.8260869565217,17.3913043478261,21.7391304347826,117.391304347826,52.1739130434783,117.391304347826,8.69565217391304,426.086956521739,4,1,0.304347826086957,0.130434782608696,0.956521739130435,0.0434782608695652,0.608695652173913,91.304347826087,26.0869565217391,95.6521739130435,8.69565217391304,60.8695652173913,282.608695652174,4,1,0.0434782608695652,0,0,0.0434782608695652,0.869565217391304,8.69565217391304,0,0,8.69565217391304,86.9565217391304,104.347826086956,4,1,0.217391304347826,0.565217391304348,0.173913043478261,0.782608695652174,0.260869565217391,43.4782608695652,56.5217391304348,52.1739130434783,78.2608695652174,26.0869565217391,256.521739130435,4,1,0.772727272727273,0.409090909090909,0.130434782608696,0.772727272727273,0.409090909090909,0.130434782608696
"19","chaparhar",41,0.0487804878048781,0.0731707317073171,0,0.268292682926829,0,4.8780487804878,14.6341463414634,107.317073170732,117.073170731708,4,1,0.560975609756098,0.365853658536585,0.292682926829268,0.219512195121951,0,0.0731707317073171,0.170731707317073,0.146341463414634,0,168.292682926829,73.1707317073171,87.8048780487805,65.8536585365854,0,21.9512195121951,34.1463414634146,14.6341463414634,0,465.853658536585,4,1,0.780487804878049,0.585365853658537,0.414634146341463,0,78.0487804878049,175.609756097561,82.9268292682927,0,175.609756097561,253.658536585366,4,1,0,0.0487804878048781,1,0,0.0487804878048781,0,9.75609756097561,100,0,4.8780487804878,114.634146341463,4,1,0,0,0,0.219512195121951,0,0.024390243902439,0.0487804878048781,0.121951219512195,0.24390243902439,0.51219512195122,0,0,0,21.9512195121951,0,2.4390243902439,14.6341463414634,24.390243902439,73.1707317073171,102.439024390244,239.024390243903,4,1,0,0.0487804878048781,1,0,0.0487804878048781,0,9.75609756097561,100,0,4.8780487804878,114.634146341463,4,1,0,0.219512195121951,0,0,0.878048780487805,0,43.9024390243902,0,0,87.8048780487805,131.707317073171,4,1,0.024390243902439,0.0731707317073171,0.146341463414634,0.609756097560976,0.609756097560976,4.8780487804878,7.31707317073171,43.9024390243902,60.9756097560976,60.9756097560976,178.048780487805,4,1,0.878048780487805,0.878048780487805,0.341463414634146,0.878048780487805,0.878048780487805,0.341463414634146
"20","charsadra",15,0.266666666666667,1,0.533333333333333,1,53.3333333333333,26.6666666666667,200,400,506.666666666667,4,1,1,1,0.933333333333333,1,0,0.6,0.133333333333333,0,0.0666666666666667,300,200,280,300,0,180,26.6666666666667,0,6.66666666666667,1293.33333333333,4,1,0.933333333333333,0.133333333333333,0.866666666666667,0,93.3333333333333,40,173.333333333333,0,0,93.3333333333333,4,1,0.0666666666666667,0.266666666666667,0.933333333333333,0.4,0.866666666666667,20,53.3333333333333,93.3333333333333,80,86.6666666666667,333.333333333333,4,1,0,0.6,0,0.333333333333333,0,0.266666666666667,0.2,0.533333333333333,0,0,0,60,0,33.3333333333333,0,26.6666666666667,60,106.666666666667,0,0,286.666666666667,4,1,0.0666666666666667,0.266666666666667,0.933333333333333,0.4,0.866666666666667,20,53.3333333333333,93.3333333333333,80,86.6666666666667,333.333333333333,4,1,0.666666666666667,0,0,0.6,0.933333333333333,133.333333333333,0,0,120,93.3333333333333,346.666666666666,4,1,0.733333333333333,0.733333333333333,0.0666666666666667,0.866666666666667,0.733333333333333,146.666666666667,73.3333333333333,20,86.6666666666667,73.3333333333333,400,4,1,0.466666666666667,1,1,0.466666666666667,1,1
"21","chinarto",17,0.882352941176471,1,0.882352941176471,0.882352941176471,88.2352941176471,88.2352941176471,200,352.941176470588,617.647058823529,4,1,1,1,1,1,0.0588235294117647,0.941176470588235,0.882352941176471,1,0.352941176470588,300,200,300,300,5.88235294117647,282.352941176471,176.470588235294,100,35.2941176470588,1700,4,1,1,0.0588235294117647,0.352941176470588,0.588235294117647,100,17.6470588235294,70.5882352941177,58.8235294117647,58.8235294117647,158.823529411765,4,1,0.470588235294118,0.117647058823529,1,0,0.764705882352941,141.176470588235,23.5294117647059,100,0,76.4705882352941,341.176470588235,4,1,0,0,0,0.0588235294117647,0,0,0.0588235294117647,0.235294117647059,0.235294117647059,0.352941176470588,0,0,0,5.88235294117647,0,0,17.6470588235294,47.0588235294118,70.5882352941176,70.5882352941177,211.764705882353,4,1,0.470588235294118,0.117647058823529,1,0,0.764705882352941,141.176470588235,23.5294117647059,100,0,76.4705882352941,341.176470588235,4,1,0.117647058823529,0.117647058823529,0.705882352941177,0.294117647058824,0.941176470588235,23.5294117647059,23.5294117647059,211.764705882353,58.8235294117647,94.1176470588235,411.764705882353,4,1,1,0.941176470588235,0.176470588235294,0.941176470588235,0.705882352941177,200,94.1176470588235,52.9411764705882,94.1176470588235,70.5882352941177,511.764705882353,4,1,0.941176470588235,0,0.764705882352941,0.941176470588235,0,0.764705882352941
"22","chora",12,0.75,1,0.75,0.833333333333333,75,75,200,333.333333333333,558.333333333333,4,1,0.583333333333333,0.833333333333333,0.166666666666667,1,0,0.666666666666667,0,0,0.166666666666667,175,166.666666666667,50,300,0,200,0,0,16.6666666666667,908.333333333334,4,1,1,0.583333333333333,0.166666666666667,0.25,100,175,33.3333333333333,25,175,275,4,1,0,0.75,0.916666666666667,0.0833333333333333,0,0,150,91.6666666666667,16.6666666666667,0,258.333333333333,4,1,0,0.666666666666667,0.166666666666667,0.75,0.666666666666667,0.25,0,0.166666666666667,0.416666666666667,0.333333333333333,0,66.6666666666667,33.3333333333333,75,133.333333333333,25,0,33.3333333333333,125,66.6666666666667,558.333333333333,4,1,0,0.75,0.916666666666667,0.0833333333333333,0,0,150,91.6666666666667,16.6666666666667,0,258.333333333333,4,1,0.0833333333333333,0.166666666666667,0.833333333333333,0.0833333333333333,1,16.6666666666667,33.3333333333333,250,16.6666666666667,100,416.666666666667,4,1,1,0.666666666666667,1,0.75,0.833333333333333,200,66.6666666666667,300,75,83.3333333333333,725,4,1,1,1,1,1,1,1
"23","dahana_e_ghori",25,0,1,0,0.64,0,0,200,256,256,4,1,0.72,1,1,0.64,0.04,0.72,0.72,0.08,0.2,216,200,300,192,4,216,144,8,20,1300,4,1,0.96,0,0,1,96,0,0,100,100,196,4,1,0.36,0.48,1,0.12,0.04,108,96,100,24,4,332,4,1,0,0,0,0,0,0,0.64,0.28,0,0,0,0,0,0,0,0,192,56,0,0,248,4,1,0.36,0.48,1,0.12,0.04,108,96,100,24,4,332,4,1,0.16,0,0,0,0.68,32,0,0,0,68,100,4,1,0.56,0.68,0.04,0.56,0.04,112,68,12,56,4,252,4,1,1,0,1,1,0,1
"24","dara_e_pech",34,0.0294117647058824,1,0.0294117647058824,0.0606060606060606,2.94117647058824,2.94117647058824,200,24.2424242424242,33.0659536541889,4,1,0.5,1,1,1,0,0,0.205882352941176,0,0.676470588235294,150,200,300,300,0,0,41.1764705882353,0,67.6470588235294,1058.82352941176,4,1,1,0,0.0294117647058824,0.970588235294118,100,0,5.88235294117647,97.0588235294118,97.0588235294118,197.058823529412,4,1,0,0.323529411764706,0.0294117647058824,0.911764705882353,0.0294117647058824,0,64.7058823529412,2.94117647058824,182.352941176471,2.94117647058824,252.941176470589,4,1,0,1,0,0.235294117647059,0,0.0294117647058824,0.0588235294117647,0.147058823529412,0,0,0,100,0,23.5294117647059,0,2.94117647058824,17.6470588235294,29.4117647058824,0,0,173.529411764706,4,1,0,0.323529411764706,0.0294117647058824,0.911764705882353,0.0294117647058824,0,64.7058823529412,2.94117647058824,182.352941176471,2.94117647058824,252.941176470589,4,1,0,0.0588235294117647,0,0,0.852941176470588,0,11.7647058823529,0,0,85.2941176470588,97.0588235294117,4,1,1,0.558823529411765,0.0588235294117647,0.85,1,200,55.8823529411765,17.6470588235294,85,100,458.529411764706,4,1,0.935483870967742,0.0833333333333333,0.1875,0.935483870967742,0.0833333333333333,0.1875
"25","dasht_e_archi",26,0.0384615384615385,0.115384615384615,0.0769230769230769,0.0769230769230769,7.69230769230769,3.84615384615385,23.0769230769231,30.7692307692308,46.1538461538462,4,1,1,1,0,0.461538461538462,0.384615384615385,0.153846153846154,0.230769230769231,0.0769230769230769,0.115384615384615,300,200,0,138.461538461538,38.4615384615385,46.1538461538462,46.1538461538462,7.69230769230769,11.5384615384615,788.461538461538,4,1,0.384615384615385,0.423076923076923,0.307692307692308,0.269230769230769,38.4615384615385,126.923076923077,61.5384615384615,26.9230769230769,26.9230769230769,65.3846153846154,4,1,0.576923076923077,0.153846153846154,1,0.346153846153846,0.0384615384615385,173.076923076923,30.7692307692308,100,69.2307692307692,3.84615384615385,376.923076923077,4,1,0,0.423076923076923,0,0.846153846153846,0.0384615384615385,0.269230769230769,0.230769230769231,0.653846153846154,0.192307692307692,0.384615384615385,0,42.3076923076923,0,84.6153846153846,7.69230769230769,26.9230769230769,69.2307692307692,130.769230769231,57.6923076923077,76.9230769230769,496.153846153846,4,1,0.576923076923077,0.153846153846154,1,0.346153846153846,0.0384615384615385,173.076923076923,30.7692307692308,100,69.2307692307692,3.84615384615385,376.923076923077,4,1,0.0769230769230769,0.230769230769231,0,0.0384615384615385,0.538461538461538,15.3846153846154,46.1538461538462,0,7.69230769230769,53.8461538461538,123.076923076923,4,1,0.153846153846154,0,0.0769230769230769,0.307692307692308,0.307692307692308,30.7692307692308,0,23.0769230769231,30.7692307692308,30.7692307692308,115.384615384616,4,1,1,0.653846153846154,0.153846153846154,1,0.653846153846154,0.153846153846154
"26","dawlat_abad_faryab",14,1,1,1,1,100,100,200,400,700,4,1,1,0.928571428571429,0.428571428571429,0.857142857142857,0,0.714285714285714,0.714285714285714,0.642857142857143,0.571428571428571,300,185.714285714286,128.571428571429,257.142857142857,0,214.285714285714,142.857142857143,64.2857142857143,57.1428571428571,1350,4,1,1,0.357142857142857,0.571428571428571,0.0714285714285714,100,107.142857142857,114.285714285714,7.14285714285714,7.14285714285714,107.142857142857,4,1,0.142857142857143,0.285714285714286,0.928571428571429,0.214285714285714,0.357142857142857,42.8571428571429,57.1428571428571,92.8571428571429,42.8571428571429,35.7142857142857,271.428571428572,4,1,0,0.214285714285714,0.0714285714285714,0.857142857142857,0.357142857142857,0.642857142857143,0.928571428571429,0,0.214285714285714,0.142857142857143,0,21.4285714285714,14.2857142857143,85.7142857142857,71.4285714285714,64.2857142857143,278.571428571429,0,64.2857142857143,28.5714285714286,628.571428571429,4,1,0.142857142857143,0.285714285714286,0.928571428571429,0.214285714285714,0.357142857142857,42.8571428571429,57.1428571428571,92.8571428571429,42.8571428571429,35.7142857142857,271.428571428572,4,1,0.285714285714286,0.928571428571429,0.428571428571429,0,0.5,57.1428571428571,185.714285714286,128.571428571429,0,50,421.428571428572,4,1,0.928571428571429,0.785714285714286,0.5,0.857142857142857,0.714285714285714,185.714285714286,78.5714285714286,150,85.7142857142857,71.4285714285714,571.428571428572,4,1,0,1,1,0,1,1
"27","daychopan",26,1,1,0.961538461538462,0,96.1538461538462,100,200,0,296.153846153846,4,1,0.423076923076923,0.769230769230769,0.0384615384615385,0.346153846153846,0.0384615384615385,0.0769230769230769,0.115384615384615,0.0384615384615385,0.269230769230769,126.923076923077,153.846153846154,11.5384615384615,103.846153846154,3.84615384615385,23.0769230769231,23.0769230769231,3.84615384615385,26.9230769230769,476.923076923077,4,1,0.961538461538462,0,0,0.115384615384615,96.1538461538462,0,0,11.5384615384615,11.5384615384615,107.692307692308,4,1,0.653846153846154,0.153846153846154,1,0,0.423076923076923,196.153846153846,30.7692307692308,100,0,42.3076923076923,369.230769230769,4,1,0,0,0,0,0,0,0,0.153846153846154,0.0769230769230769,0.230769230769231,0,0,0,0,0,0,0,30.7692307692308,23.0769230769231,46.1538461538462,100,4,1,0.653846153846154,0.153846153846154,1,0,0.423076923076923,196.153846153846,30.7692307692308,100,0,42.3076923076923,369.230769230769,4,1,0,0,0,0,1,0,0,0,0,100,100,4,1,0.0416666666666667,1,0,0.96,0.846153846153846,8.33333333333333,100,0,96,84.6153846153846,288.948717948718,4,1,0.846153846153846,0.153846153846154,0.52,0.846153846153846,0.153846153846154,0.52
"28","deh_bala",26,0.346153846153846,0.384615384615385,0.346153846153846,0.230769230769231,34.6153846153846,34.6153846153846,76.9230769230769,92.3076923076923,196.153846153846,4,1,0.5,0.461538461538462,0.153846153846154,0.384615384615385,0,0.384615384615385,0.384615384615385,0.346153846153846,0.346153846153846,150,92.3076923076923,46.1538461538462,115.384615384615,0,115.384615384615,76.9230769230769,34.6153846153846,34.6153846153846,665.384615384615,4,1,0.653846153846154,0.115384615384615,0.5,0.384615384615385,65.3846153846154,34.6153846153846,100,38.4615384615385,38.4615384615385,103.846153846154,4,1,0,0.230769230769231,1,0.0769230769230769,0.346153846153846,0,46.1538461538462,100,15.3846153846154,34.6153846153846,196.153846153846,4,1,0.0384615384615385,0.461538461538462,0.230769230769231,0.730769230769231,0.0384615384615385,0.307692307692308,0.346153846153846,0,0.230769230769231,0.0769230769230769,7.69230769230769,46.1538461538462,46.1538461538462,73.0769230769231,7.69230769230769,30.7692307692308,103.846153846154,0,69.2307692307692,15.3846153846154,400,4,1,0,0.230769230769231,1,0.0769230769230769,0.346153846153846,0,46.1538461538462,100,15.3846153846154,34.6153846153846,196.153846153846,4,1,0,0.0384615384615385,0.0384615384615385,0.192307692307692,1,0,7.69230769230769,11.5384615384615,38.4615384615385,100,157.692307692308,4,1,0.130434782608696,0.307692307692308,0.192307692307692,0.666666666666667,0.576923076923077,26.0869565217391,30.7692307692308,57.6923076923077,66.6666666666667,57.6923076923077,238.907469342252,4,1,0.88,0.692307692307692,0.48,0.88,0.692307692307692,0.48
