"","eie1","eie2","eie3","eie4","eie_sev_high_perc","esnfi1","esnfi2","esnfi3","esnfi4","esnfi_sev_high_perc","fsa1","fsa2","fsa3","fsa4","fsac_sev_high_perc","nut1","nut2","nut3","nut4","nut_sev_high_perc","prot1","prot2","prot3","prot4","prot_sev_high_perc","wash1","wash2","wash3","wash4","wash_sev_high_perc","health1","health2","health3","health4","health_sev_high_perc"
"1",0.1,0.11,0.31,0.48,0.79,0.72,0.24,0.04,0,0.04,0.61,0.38,0.01,0,0.01,0.01,0.12,0.55,0.32,0.87,0.24,0.32,0.22,0.22,0.44,0.38,0.38,0.22,0.02,0.24,0.12,0.22,0.59,0.07,0.66
